Name,Price,Rating,Processor,RAM,Storage,Operating_System,Other_Spec,URL,Description
ASUS Vivobook S 15 OLED,79890.0,3.9,Intel Core i5 13th Gen,16 GB,512 GB SSD,Unknown,Unknown,https://www.flipkart.com/asus-vivobook-s-15-oled-intel-evo-h-series-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-s5504va-ma541ws-thin-light-laptop/p/itm8486d594ff56b?pid=COMGZDQJF7PJEXDB&lid=LSTCOMGZDQJF7PJEXDB3LJHSL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_549&otracker=search&fm=organic&iid=b426a6a3-d2c6-4275-adcd-106f63e0ad5f.COMGZDQJF7PJEXDB.SEARCH&ppt=None&ppn=None&ssid=fm3y9qoqow0000001746639939967&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD"
Acer Nitro V,94990.0,5.0,Intel Core i7 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-nitro-v-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-anv15-51-727e-anv15-51-578g-gaming-laptop/p/itm771bcbdbde25c?pid=COMGYEYDHAR3GGEE&lid=LSTCOMGYEYDHAR3GGEEAC0BAX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_23_550&otracker=search&fm=organic&iid=b426a6a3-d2c6-4275-adcd-106f63e0ad5f.COMGYEYDHAR3GGEE.SEARCH&ppt=None&ppn=None&ssid=fm3y9qoqow0000001746639939967&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
DELL,81990.0,3.5,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-2-graphics-new-inspiron-15-metal-laptop-thin-light/p/itm23d84e15561c4?pid=COMGJ75HNYRYEEJG&lid=LSTCOMGJ75HNYRYEEJGZP8Y34&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_553&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGJ75HNYRYEEJG.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
"ASUS Vivobook S 15 OLED Powered,",119990.0,4.4,Intel Core Ultra 9,16 GB,1 TB SSD,Unknown,Unknown,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-intel-evo-h-series-ai-pc-core-ultra-9-185h-16-gb-1-tb-ssd-windows-11-home-s5506ma-ma951ws-thin-light-laptop/p/itm57d89844cfd5c?pid=COMHYYZNAEHZFG8D&lid=LSTCOMHYYZNAEHZFG8D0ACD9A&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_554&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMHYYZNAEHZFG8D.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 9, 16 GB, 1 TB SSD"
HP Victus,64859.0,4.4,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-50-tgp-15-fa1132tx-gaming-laptop/p/itm236b5aaa84afc?pid=COMGSV4RCCMG5FJ8&lid=LSTCOMGSV4RCCMG5FJ85BS9TJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_555&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGSV4RCCMG5FJ8.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Acer Aspire 3,30990.0,4.2,Intel Core i3 12th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7dda0a4d1d62a?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_556&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMHY24RJH2YXVPG.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Acer One 14,24990.0,4.0,AMD Ryzen 3 3250U,8 GB,256 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/acer-one-14-amd-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-z2-493-thin-light-laptop/p/itm283f44123aab0?pid=COMGFHMJFHEDTDD4&lid=LSTCOMGFHMJFHEDTDD4K35NBB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_560&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGFHMJFHEDTDD4.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3 3250U, 8 GB, 256 GB SSD, Windows 11 Home, Thin and Light"
ASUS VivoBook K15 OLED,63680.0,4.4,AMD Ryzen 5 5500U,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-k15-oled-amd-ryzen-5-hexa-core-r5-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l512ws-thin-light-laptop/p/itm8b47f9cf42813?pid=COMGHF6JY8NYFVHC&lid=LSTCOMGHF6JY8NYFVHCGOBLGU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_563&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGHF6JY8NYFVHC.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 5500U, 16 GB, 512 GB SSD, Windows 11 Home"
HP 14s,25700.0,2.8,Intel Pentium,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-14s-intel-pentium-quad-core-n6000-8-gb-512-gb-ssd-windows-11-home-14s-dr3003tu-thin-light-laptop/p/itm9dd5b1aafbe1f?pid=COMGU8XQCSH3WGFQ&lid=LSTCOMGU8XQCSH3WGFQWQZBTC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_564&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGU8XQCSH3WGFQ.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"Intel Pentium, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Infinix X1 Slim Series,44999.0,4.2,Intel Core i3 10th Gen,8 GB,256 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/infinix-x1-slim-series-intel-core-i3-10th-gen-1005g1-8-gb-256-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itm0452c602301ca?pid=COMGEHP5KH7CCPVH&lid=LSTCOMGEHP5KH7CCPVH7T14AY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_565&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGEHP5KH7CCPVH.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"Intel Core i3 10th Gen, 8 GB, 256 GB SSD, Windows 11 Home"
FUTOPIA Ultimus,15989.0,3.5,Unknown,8 GB,256 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/futopia-ultimus-intel-dual-core-upto-2-8ghz-8-gb-256-gb-ssd-windows-11-home-nu14u3inc54bn-mb-thin-light-laptop/p/itm9d5744404156a?pid=COMH7WFZDBZXGNBZ&lid=LSTCOMH7WFZDBZXGNBZZX7S1A&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_566&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMH7WFZDBZXGNBZ.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"8 GB, 256 GB SSD, Windows 11 Home"
HP,64490.0,4.3,Intel Core i5 13th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-15-hr0000tu-thin-light-laptop/p/itme3568fa69de98?pid=COMGZVGH3QKMK6ND&lid=LSTCOMGZVGH3QKMK6NDXQEEDX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_569&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGZVGH3QKMK6ND.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo V15 G2,28090.0,3.6,AMD Ryzen 3 5300U,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-v15-g2-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-alc-laptop/p/itmf6172499e1c65?pid=COMGHJ46CFUJSZZE&lid=LSTCOMGHJ46CFUJSZZEYSCIDG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_570&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGHJ46CFUJSZZE.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3 5300U, 8 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad 1 15IGL7,22999.0,4.2,Intel Celeron,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-1-15igl7-intel-celeron-dual-core-n4020-8-gb-512-gb-ssd-windows-11-home-laptop/p/itmda84a557a8b07?pid=COMH8ANBHVVWY8ZY&lid=LSTCOMH8ANBHVVWY8ZYAWK3KG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_574&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMH8ANBHVVWY8ZY.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"Intel Celeron, 8 GB, 512 GB SSD, Windows 11 Home"
DELL,35490.0,4.3,Intel Core i3 12th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/dell-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-inspiron-3520-thin-light-laptop/p/itmbb62f4fcc7145?pid=COMGUY2YPKP7NC2P&lid=LSTCOMGUY2YPKP7NC2PMIBFFC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_575&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGUY2YPKP7NC2P.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
HP 15s,26400.0,4.2,AMD Ryzen 3 3250U,8 GB,256 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-15s-amd-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itm6f077da117c55?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6M2FKHW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_576&otracker=search&fm=organic&iid=5a0b87e7-7035-4ff4-8903-553ca1b2f64b.COMGFPH2ZWTDZHK6.SEARCH&ppt=None&ppn=None&ssid=h6592kxcn40000001746639982007&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3 3250U, 8 GB, 256 GB SSD, Windows 11 Home, Thin and Light"
HP,39890.0,4.2,Unknown,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-intel-core-3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15-fd0186tu-thin-light-laptop/p/itm4fc6159aa1303?pid=COMH8SJZJZDFKZTP&lid=LSTCOMH8SJZJZDFKZTPNGBK7C&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_579&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMH8SJZJZDFKZTP.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo IdeaPad Flex 5,74990.0,4.3,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-flex-5-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-14iru8-2-1-laptop/p/itmd4a374447028a?pid=COMGSC4EW383SSZF&lid=LSTCOMGSC4EW383SSZFNBZCLT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_583&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMGSC4EW383SSZF.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
HP 15s,73990.0,4.3,Intel Core i7 13th Gen,16 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-15s-intel-core-i7-13th-gen-1360p-16-gb-512-gb-ssd-windows-11-home-15-fd0024tu-thin-light-laptop/p/itm707add2b3f479?pid=COMGZVGHTSJHNZYH&lid=LSTCOMGZVGHTSJHNZYHEGVICN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_584&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMGZVGHTSJHNZYH.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo IdeaPad Slim 5,61990.0,4.2,Intel Core i5 12th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-12th-gen-12450h-16-gb-1-tb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itmc63731ed924b8?pid=COMGVQ2YXAFDRBHQ&lid=LSTCOMGVQ2YXAFDRBHQVWVVAT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_585&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMGVQ2YXAFDRBHQ.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
Lenovo IdeaPad Slim 5,57990.0,4.2,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itmc63731ed924b8?pid=COMGSC4EBMZDMEPD&lid=LSTCOMGSC4EBMZDMEPD87RXWV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_586&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMGSC4EBMZDMEPD.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
DELL Inspiron,41999.0,4.2,Unknown,8 GB,256 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-amd-athlon-dual-core-3050u-8-gb-256-gb-ssd-windows-11-home-3525-notebook/p/itm108ece6bfe39a?pid=COMGCYF9EZKKPEWD&lid=LSTCOMGCYF9EZKKPEWDXSSFWJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_589&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMGCYF9EZKKPEWD.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"8 GB, 256 GB SSD, Windows 11 Home"
HP Victus,79990.0,4.2,Intel Core i5 12th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050a-15-fa1388tx-gaming-laptop/p/itm9c378a535906f?pid=COMH2DYZHMHZ5UPG&lid=LSTCOMH2DYZHMHZ5UPGPKFMXV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_590&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMH2DYZHMHZ5UPG.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
ASUS Vivobook 15,39890.0,4.3,Intel Core i5 11th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itmbfbbf7747aa01?pid=COMGFHNGGWNDVGSY&lid=LSTCOMGFHNGGWNDVGSYIN9DFU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_593&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMGFHNGGWNDVGSY.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"Intel Core i5 11th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
ASUS VivoBook 15,39999.0,4.3,Intel Core i5 10th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-10th-gen-1035g1-8-gb-512-gb-ssd-windows-11-home-x515ja-ej562ws-x515ja-ej592ws-thin-light-laptop/p/itmbfbbf7747aa01?pid=COMG87FF2SD7ZHK6&lid=LSTCOMG87FF2SD7ZHK62XGZKF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_594&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMG87FF2SD7ZHK6.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"Intel Core i5 10th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
Apple MacBook Air Apple M4,124900.0,4.7,Unknown,16 GB,256 GB SSD,macOS,Unknown,https://www.flipkart.com/apple-macbook-air-m4-16-gb-256-gb-ssd-macos-sequoia-mw1j3hn-a/p/itmc67e1974a02ef?pid=COMH9ZWQJG7GRYZF&lid=LSTCOMH9ZWQJG7GRYZF5SWV1R&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_595&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMH9ZWQJG7GRYZF.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"16 GB, 256 GB SSD, macOS"
Acer Aspire 3 Spin 14,44990.0,4.2,Intel Core i3 13th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-aspire-3-spin-14-intel-core-i3-13th-gen-n305-8-gb-512-gb-ssd-windows-11-home-a3sp14-31pt-3554-thin-light-laptop/p/itm3adc9b4b7ed0d?pid=COMGTG7YFSFDZHH9&lid=LSTCOMGTG7YFSFDZHH95EWADU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_596&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMGTG7YFSFDZHH9.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
HP Pavilion 14 Touchscreen,66212.0,3.9,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-pavilion-14-touchscreen-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-14-dv2041tu-laptop/p/itm5b68c71d614ff?pid=COMGZHNMQFWGTVDX&lid=LSTCOMGZHNMQFWGTVDX6Q4WGU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_599&otracker=search&fm=organic&iid=ffdc2f2f-7bab-4f37-a536-3c3e22591665.COMGZHNMQFWGTVDX.SEARCH&ppt=None&ppn=None&ssid=pttvyxguq80000001746640022811&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Acer Chromebook Plus Google AI,21999.0,3.9,Intel Core i3 13th Gen,8 GB,256 GB SSD,Chrome OS,Unknown,https://www.flipkart.com/acer-chromebook-plus-google-ai-intel-core-i3-13th-gen-1315u-8-gb-256-gb-ssd-chrome-os-cb515-2h-34yl/p/itm5542cc6900ec1?pid=COMHFC9KY8AHGYD3&lid=LSTCOMHFC9KY8AHGYD37DART0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_603&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMHFC9KY8AHGYD3.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 8 GB, 256 GB SSD, Chrome OS"
Acer One 14,25990.0,4.0,AMD Ryzen 3 3250U,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/acer-one-14-amd-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-z2-493-thin-light-laptop/p/itm283f44123aab0?pid=COMGTR89NPGW2NX3&lid=LSTCOMGTR89NPGW2NX3FEMEUM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_604&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMGTR89NPGW2NX3.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3 3250U, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo IdeaPad Slim 3,39990.0,4.2,AMD Ryzen 5 7520U,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-3-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-14amn8-thin-light-laptop/p/itm726ac134d0530?pid=COMH44PGWYAKK7C4&lid=LSTCOMH44PGWYAKK7C4AXVM5A&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_605&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMH44PGWYAKK7C4.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 7520U, 8 GB, 512 GB SSD, Windows 11 Home"
DELL Inspiron,48490.0,4.3,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-3520-laptop/p/itm85a7473761253?pid=COMGQZ4QHPJ3RRPE&lid=LSTCOMGQZ4QHPJ3RRPEU6LCBZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_606&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMGQZ4QHPJ3RRPE.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
HP Victus Gaming 15-With Backlit,55490.0,4.3,AMD Ryzen 5 5600H,8 GB,512 GB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/hp-victus-gaming-15-with-backlit-amd-ryzen-5-hexa-core-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fb0180ax-laptop/p/itm577361ccf46d4?pid=COMHAWXYTGJEGNVP&lid=LSTCOMHAWXYTGJEGNVPQJ40MC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_609&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMHAWXYTGJEGNVP.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 5600H, 8 GB, 512 GB SSD, Windows 11 Home, Gaming"
MSI,39990.0,4.2,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-modern-15-b12mo-1051in-business-laptop/p/itm21f8007ef0cd1?pid=COMH3YTFERG7TRET&lid=LSTCOMH3YTFERG7TRET0EWIZW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_610&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMH3YTFERG7TRET.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
ASUS Vivobook,34990.0,4.3,Intel Core i3 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj325ws-thin-light-laptop/p/itm7480082770d25?pid=COMGSYYP2HCRAPCS&lid=LSTCOMGSYYP2HCRAPCS6W1HRR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_26_613&otracker=search&fm=organic&iid=c9588de0-ebc4-4e8a-a578-81d1f24bb276.COMGSYYP2HCRAPCS.SEARCH&ppt=None&ppn=None&ssid=zzkldgg0yo0000001746640064907&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
